Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
70,88,158,2019-02-03,7,22
32,52,84,2019-02-03,7,23
24,22,46,2019-02-03,7,24
9,20,29,2019-02-04,1,1
9,12,21,2019-02-04,1,2
9,10,19,2019-02-04,1,3
12,8,20,2019-02-04,1,4
45,48,93,2019-02-04,1,5
219,152,371,2019-02-04,1,6
459,394,853,2019-02-04,1,7
826,542,1368,2019-02-04,1,8
561,400,961,2019-02-04,1,9
463,420,883,2019-02-04,1,10
474,446,920,2019-02-04,1,11
472,468,940,2019-02-04,1,12
475,546,1021,2019-02-04,1,13
437,510,947,2019-02-04,1,14
505,490,995,2019-02-04,1,15
580,660,1240,2019-02-04,1,16
606,719,1325,2019-02-04,1,17
514,594,1108,2019-02-04,1,18
329,433,762,2019-02-04,1,19
206,262,468,2019-02-04,1,20
152,153,305,2019-02-04,1,21
94,120,214,2019-02-04,1,22
41,62,103,2019-02-04,1,23
20,19,39,2019-02-04,1,24
9,14,23,2019-02-05,2,1
10,13,23,2019-02-05,2,2
12,11,23,2019-02-05,2,3
13,13,26,2019-02-05,2,4
39,33,72,2019-02-05,2,5
197,131,328,2019-02-05,2,6
487,391,878,2019-02-05,2,7
838,515,1353,2019-02-05,2,8
526,414,940,2019-02-05,2,9
488,388,876,2019-02-05,2,10
447,409,856,2019-02-05,2,11
436,481,917,2019-02-05,2,12
477,503,980,2019-02-05,2,13
464,522,986,2019-02-05,2,14
517,531,1048,2019-02-05,2,15
523,607,1130,2019-02-05,2,16
697,735,1432,2019-02-05,2,17
493,595,1088,2019-02-05,2,18
330,436,766,2019-02-05,2,19
247,279,526,2019-02-05,2,20
128,180,308,2019-02-05,2,21
91,143,234,2019-02-05,2,22
44,80,124,2019-02-05,2,23
23,31,54,2019-02-05,2,24
13,18,31,2019-02-06,3,1
11,6,17,2019-02-06,3,2
8,9,17,2019-02-06,3,3
12,9,21,2019-02-06,3,4
38,34,72,2019-02-06,3,5
190,117,307,2019-02-06,3,6
506,384,890,2019-02-06,3,7
798,553,1351,2019-02-06,3,8
594,407,1001,2019-02-06,3,9
501,407,908,2019-02-06,3,10
425,461,886,2019-02-06,3,11
484,495,979,2019-02-06,3,12
462,545,1007,2019-02-06,3,13
438,529,967,2019-02-06,3,14
468,506,974,2019-02-06,3,15
495,646,1141,2019-02-06,3,16
698,654,1352,2019-02-06,3,17
468,552,1020,2019-02-06,3,18
331,444,775,2019-02-06,3,19
218,267,485,2019-02-06,3,20
141,180,321,2019-02-06,3,21
88,181,269,2019-02-06,3,22
69,72,141,2019-02-06,3,23
34,32,66,2019-02-06,3,24
17,17,34,2019-02-07,4,1
10,13,23,2019-02-07,4,2
9,4,13,2019-02-07,4,3
11,12,23,2019-02-07,4,4
31,30,61,2019-02-07,4,5
196,148,344,2019-02-07,4,6
491,372,863,2019-02-07,4,7
822,496,1318,2019-02-07,4,8
558,412,970,2019-02-07,4,9
472,407,879,2019-02-07,4,10
453,432,885,2019-02-07,4,11
447,431,878,2019-02-07,4,12
448,526,974,2019-02-07,4,13
520,545,1065,2019-02-07,4,14
520,539,1059,2019-02-07,4,15
552,651,1203,2019-02-07,4,16
695,717,1412,2019-02-07,4,17
540,578,1118,2019-02-07,4,18
332,521,853,2019-02-07,4,19
219,294,513,2019-02-07,4,20
166,200,366,2019-02-07,4,21
121,120,241,2019-02-07,4,22
60,76,136,2019-02-07,4,23
21,41,62,2019-02-07,4,24
15,18,33,2019-02-08,5,1
14,12,26,2019-02-08,5,2
7,7,14,2019-02-08,5,3
11,8,19,2019-02-08,5,4
40,36,76,2019-02-08,5,5
194,124,318,2019-02-08,5,6
444,358,802,2019-02-08,5,7
801,483,1284,2019-02-08,5,8
506,419,925,2019-02-08,5,9
468,382,850,2019-02-08,5,10
468,430,898,2019-02-08,5,11
553,598,1151,2019-02-08,5,12
623,616,1239,2019-02-08,5,13
536,676,1212,2019-02-08,5,14
552,588,1140,2019-02-08,5,15
507,544,1051,2019-02-08,5,16
485,553,1038,2019-02-08,5,17
395,450,845,2019-02-08,5,18
303,406,709,2019-02-08,5,19
219,230,449,2019-02-08,5,20
137,172,309,2019-02-08,5,21
121,118,239,2019-02-08,5,22
78,128,206,2019-02-08,5,23
50,71,121,2019-02-08,5,24
57,41,98,2019-02-09,6,1
22,25,47,2019-02-09,6,2
22,18,40,2019-02-09,6,3
13,14,27,2019-02-09,6,4
20,24,44,2019-02-09,6,5
61,44,105,2019-02-09,6,6
64,54,118,2019-02-09,6,7
115,96,211,2019-02-09,6,8
243,162,405,2019-02-09,6,9
365,279,644,2019-02-09,6,10
474,396,870,2019-02-09,6,11
482,405,887,2019-02-09,6,12
406,420,826,2019-02-09,6,13
395,457,852,2019-02-09,6,14
372,438,810,2019-02-09,6,15
318,354,672,2019-02-09,6,16
306,296,602,2019-02-09,6,17
348,326,674,2019-02-09,6,18
254,268,522,2019-02-09,6,19
191,180,371,2019-02-09,6,20
127,147,274,2019-02-09,6,21
78,112,190,2019-02-09,6,22
57,97,154,2019-02-09,6,23
41,64,105,2019-02-09,6,24
52,62,114,2019-02-10,7,1
28,39,67,2019-02-10,7,2
22,25,47,2019-02-10,7,3
20,23,43,2019-02-10,7,4
30,29,59,2019-02-10,7,5
52,43,95,2019-02-10,7,6
40,44,84,2019-02-10,7,7
61,49,110,2019-02-10,7,8
111,86,197,2019-02-10,7,9
181,169,350,2019-02-10,7,10
255,245,500,2019-02-10,7,11
282,346,628,2019-02-10,7,12
325,280,605,2019-02-10,7,13
275,349,624,2019-02-10,7,14
320,362,682,2019-02-10,7,15
305,292,597,2019-02-10,7,16
315,295,610,2019-02-10,7,17
294,262,556,2019-02-10,7,18
208,219,427,2019-02-10,7,19
158,162,320,2019-02-10,7,20
120,150,270,2019-02-10,7,21
55,94,149,2019-02-10,7,22
43,54,97,2019-02-10,7,23
16,25,41,2019-02-10,7,24
14,12,26,2019-02-11,1,1
5,9,14,2019-02-11,1,2
6,11,17,2019-02-11,1,3
7,7,14,2019-02-11,1,4
47,30,77,2019-02-11,1,5
204,156,360,2019-02-11,1,6
480,389,869,2019-02-11,1,7
825,510,1335,2019-02-11,1,8
554,395,949,2019-02-11,1,9
507,406,913,2019-02-11,1,10
500,471,971,2019-02-11,1,11
496,536,1032,2019-02-11,1,12
472,532,1004,2019-02-11,1,13
541,539,1080,2019-02-11,1,14
494,533,1027,2019-02-11,1,15
570,680,1250,2019-02-11,1,16
715,715,1430,2019-02-11,1,17
504,652,1156,2019-02-11,1,18
325,470,795,2019-02-11,1,19
230,268,498,2019-02-11,1,20
145,159,304,2019-02-11,1,21
111,101,212,2019-02-11,1,22
41,65,106,2019-02-11,1,23
20,23,43,2019-02-11,1,24
13,18,31,2019-02-12,2,1
12,8,20,2019-02-12,2,2
11,9,20,2019-02-12,2,3
5,11,16,2019-02-12,2,4
31,33,64,2019-02-12,2,5
202,131,333,2019-02-12,2,6
464,369,833,2019-02-12,2,7
812,533,1345,2019-02-12,2,8
561,451,1012,2019-02-12,2,9
492,373,865,2019-02-12,2,10
485,504,989,2019-02-12,2,11
485,476,961,2019-02-12,2,12
477,475,952,2019-02-12,2,13
500,564,1064,2019-02-12,2,14
539,556,1095,2019-02-12,2,15
561,670,1231,2019-02-12,2,16
719,724,1443,2019-02-12,2,17
481,592,1073,2019-02-12,2,18
333,483,816,2019-02-12,2,19
229,273,502,2019-02-12,2,20
139,167,306,2019-02-12,2,21
126,104,230,2019-02-12,2,22
43,91,134,2019-02-12,2,23
36,37,73,2019-02-12,2,24
11,14,25,2019-02-13,3,1
14,15,29,2019-02-13,3,2
7,10,17,2019-02-13,3,3
12,16,28,2019-02-13,3,4
37,30,67,2019-02-13,3,5
179,129,308,2019-02-13,3,6
493,376,869,2019-02-13,3,7
795,534,1329,2019-02-13,3,8
551,380,931,2019-02-13,3,9
460,393,853,2019-02-13,3,10
473,471,944,2019-02-13,3,11
452,480,932,2019-02-13,3,12
479,537,1016,2019-02-13,3,13
476,608,1084,2019-02-13,3,14
482,605,1087,2019-02-13,3,15
588,656,1244,2019-02-13,3,16
587,736,1323,2019-02-13,3,17
512,595,1107,2019-02-13,3,18
358,411,769,2019-02-13,3,19
224,253,477,2019-02-13,3,20
149,196,345,2019-02-13,3,21
94,129,223,2019-02-13,3,22
66,90,156,2019-02-13,3,23
31,39,70,2019-02-13,3,24
22,19,41,2019-02-14,4,1
12,8,20,2019-02-14,4,2
5,10,15,2019-02-14,4,3
10,13,23,2019-02-14,4,4
39,28,67,2019-02-14,4,5
170,143,313,2019-02-14,4,6
488,373,861,2019-02-14,4,7
839,511,1350,2019-02-14,4,8
532,417,949,2019-02-14,4,9
480,420,900,2019-02-14,4,10
484,465,949,2019-02-14,4,11
471,504,975,2019-02-14,4,12
505,537,1042,2019-02-14,4,13
538,558,1096,2019-02-14,4,14
561,583,1144,2019-02-14,4,15
629,669,1298,2019-02-14,4,16
660,758,1418,2019-02-14,4,17
528,629,1157,2019-02-14,4,18
329,509,838,2019-02-14,4,19
251,285,536,2019-02-14,4,20
159,188,347,2019-02-14,4,21
134,137,271,2019-02-14,4,22
78,100,178,2019-02-14,4,23
27,41,68,2019-02-14,4,24
3,13,16,2019-02-15,5,1
11,11,22,2019-02-15,5,2
9,9,18,2019-02-15,5,3
9,16,25,2019-02-15,5,4
39,26,65,2019-02-15,5,5
97,74,171,2019-02-15,5,6
430,330,760,2019-02-15,5,7
787,506,1293,2019-02-15,5,8
539,424,963,2019-02-15,5,9
465,408,873,2019-02-15,5,10
470,514,984,2019-02-15,5,11
589,589,1178,2019-02-15,5,12
691,665,1356,2019-02-15,5,13
667,737,1404,2019-02-15,5,14
623,642,1265,2019-02-15,5,15
551,640,1191,2019-02-15,5,16
542,593,1135,2019-02-15,5,17
428,493,921,2019-02-15,5,18
353,436,789,2019-02-15,5,19
250,282,532,2019-02-15,5,20
114,162,276,2019-02-15,5,21
117,159,276,2019-02-15,5,22
75,118,193,2019-02-15,5,23
66,62,128,2019-02-15,5,24
39,36,75,2019-02-16,6,1
29,32,61,2019-02-16,6,2
12,20,32,2019-02-16,6,3
13,18,31,2019-02-16,6,4
16,8,24,2019-02-16,6,5
55,59,114,2019-02-16,6,6
61,45,106,2019-02-16,6,7
115,104,219,2019-02-16,6,8
242,192,434,2019-02-16,6,9
388,346,734,2019-02-16,6,10
549,410,959,2019-02-16,6,11
507,556,1063,2019-02-16,6,12
546,472,1018,2019-02-16,6,13
480,460,940,2019-02-16,6,14
490,543,1033,2019-02-16,6,15
386,482,868,2019-02-16,6,16
360,457,817,2019-02-16,6,17
389,390,779,2019-02-16,6,18
286,310,596,2019-02-16,6,19
184,205,389,2019-02-16,6,20
131,150,281,2019-02-16,6,21
93,114,207,2019-02-16,6,22
63,99,162,2019-02-16,6,23
48,73,121,2019-02-16,6,24
46,56,102,2019-02-17,7,1
48,44,92,2019-02-17,7,2
19,21,40,2019-02-17,7,3
19,22,41,2019-02-17,7,4
22,18,40,2019-02-17,7,5
37,44,81,2019-02-17,7,6
50,40,90,2019-02-17,7,7
62,57,119,2019-02-17,7,8
104,85,189,2019-02-17,7,9
213,206,419,2019-02-17,7,10
284,292,576,2019-02-17,7,11
403,355,758,2019-02-17,7,12
486,353,839,2019-02-17,7,13
499,399,898,2019-02-17,7,14
428,477,905,2019-02-17,7,15
408,474,882,2019-02-17,7,16
340,528,868,2019-02-17,7,17
356,419,775,2019-02-17,7,18
226,222,448,2019-02-17,7,19
172,171,343,2019-02-17,7,20
96,138,234,2019-02-17,7,21
59,84,143,2019-02-17,7,22
44,57,101,2019-02-17,7,23
18,34,52,2019-02-17,7,24
11,24,35,2019-02-18,1,1
8,12,20,2019-02-18,1,2
9,11,20,2019-02-18,1,3
11,11,22,2019-02-18,1,4
35,37,72,2019-02-18,1,5
216,146,362,2019-02-18,1,6
279,231,510,2019-02-18,1,7
843,503,1346,2019-02-18,1,8
556,436,992,2019-02-18,1,9
550,409,959,2019-02-18,1,10
494,453,947,2019-02-18,1,11
471,499,970,2019-02-18,1,12
481,520,1001,2019-02-18,1,13
514,613,1127,2019-02-18,1,14
559,552,1111,2019-02-18,1,15
613,689,1302,2019-02-18,1,16
688,726,1414,2019-02-18,1,17
515,636,1151,2019-02-18,1,18
348,472,820,2019-02-18,1,19
228,287,515,2019-02-18,1,20
143,151,294,2019-02-18,1,21
83,147,230,2019-02-18,1,22
46,80,126,2019-02-18,1,23
20,31,51,2019-02-18,1,24
12,19,31,2019-02-19,2,1
7,12,19,2019-02-19,2,2
10,4,14,2019-02-19,2,3
11,15,26,2019-02-19,2,4
33,27,60,2019-02-19,2,5
204,140,344,2019-02-19,2,6
518,401,919,2019-02-19,2,7
853,517,1370,2019-02-19,2,8
530,437,967,2019-02-19,2,9
507,451,958,2019-02-19,2,10
452,456,908,2019-02-19,2,11
442,439,881,2019-02-19,2,12
415,511,926,2019-02-19,2,13
512,565,1077,2019-02-19,2,14
497,552,1049,2019-02-19,2,15
584,696,1280,2019-02-19,2,16
667,744,1411,2019-02-19,2,17
521,637,1158,2019-02-19,2,18
334,455,789,2019-02-19,2,19
236,285,521,2019-02-19,2,20
153,177,330,2019-02-19,2,21
104,131,235,2019-02-19,2,22
45,60,105,2019-02-19,2,23
26,34,60,2019-02-19,2,24
17,15,32,2019-02-20,3,1
6,11,17,2019-02-20,3,2
5,5,10,2019-02-20,3,3
11,14,25,2019-02-20,3,4
39,29,68,2019-02-20,3,5
186,139,325,2019-02-20,3,6
505,358,863,2019-02-20,3,7
830,521,1351,2019-02-20,3,8
585,450,1035,2019-02-20,3,9
499,401,900,2019-02-20,3,10
453,464,917,2019-02-20,3,11
467,542,1009,2019-02-20,3,12
464,563,1027,2019-02-20,3,13
490,508,998,2019-02-20,3,14
500,540,1040,2019-02-20,3,15
547,640,1187,2019-02-20,3,16
632,756,1388,2019-02-20,3,17
498,599,1097,2019-02-20,3,18
379,395,774,2019-02-20,3,19
223,256,479,2019-02-20,3,20
125,161,286,2019-02-20,3,21
87,158,245,2019-02-20,3,22
48,56,104,2019-02-20,3,23
31,36,67,2019-02-20,3,24
20,13,33,2019-02-21,4,1
9,15,24,2019-02-21,4,2
11,5,16,2019-02-21,4,3
12,15,27,2019-02-21,4,4
45,31,76,2019-02-21,4,5
198,143,341,2019-02-21,4,6
485,385,870,2019-02-21,4,7
833,532,1365,2019-02-21,4,8
558,429,987,2019-02-21,4,9
464,416,880,2019-02-21,4,10
452,465,917,2019-02-21,4,11
450,487,937,2019-02-21,4,12
452,504,956,2019-02-21,4,13
481,611,1092,2019-02-21,4,14
521,527,1048,2019-02-21,4,15
548,660,1208,2019-02-21,4,16
691,708,1399,2019-02-21,4,17
508,590,1098,2019-02-21,4,18
393,480,873,2019-02-21,4,19
210,311,521,2019-02-21,4,20
163,189,352,2019-02-21,4,21
104,146,250,2019-02-21,4,22
87,86,173,2019-02-21,4,23
35,36,71,2019-02-21,4,24
20,21,41,2019-02-22,5,1
9,9,18,2019-02-22,5,2
8,10,18,2019-02-22,5,3
11,13,24,2019-02-22,5,4
46,33,79,2019-02-22,5,5
186,121,307,2019-02-22,5,6
475,365,840,2019-02-22,5,7
800,545,1345,2019-02-22,5,8
522,390,912,2019-02-22,5,9
498,433,931,2019-02-22,5,10
506,491,997,2019-02-22,5,11
566,524,1090,2019-02-22,5,12
592,678,1270,2019-02-22,5,13
522,754,1276,2019-02-22,5,14
580,643,1223,2019-02-22,5,15
549,608,1157,2019-02-22,5,16
520,580,1100,2019-02-22,5,17
413,500,913,2019-02-22,5,18
340,439,779,2019-02-22,5,19
215,335,550,2019-02-22,5,20
153,176,329,2019-02-22,5,21
119,139,258,2019-02-22,5,22
83,83,166,2019-02-22,5,23
51,62,113,2019-02-22,5,24
32,39,71,2019-02-23,6,1
22,28,50,2019-02-23,6,2
15,12,27,2019-02-23,6,3
16,12,28,2019-02-23,6,4
21,16,37,2019-02-23,6,5
58,42,100,2019-02-23,6,6
78,64,142,2019-02-23,6,7
79,60,139,2019-02-23,6,8
253,177,430,2019-02-23,6,9
438,344,782,2019-02-23,6,10
503,432,935,2019-02-23,6,11
528,481,1009,2019-02-23,6,12
513,459,972,2019-02-23,6,13
438,463,901,2019-02-23,6,14
454,492,946,2019-02-23,6,15
351,437,788,2019-02-23,6,16
367,458,825,2019-02-23,6,17
391,387,778,2019-02-23,6,18
305,328,633,2019-02-23,6,19
203,252,455,2019-02-23,6,20
119,153,272,2019-02-23,6,21
85,118,203,2019-02-23,6,22
77,82,159,2019-02-23,6,23
54,81,135,2019-02-23,6,24
48,48,96,2019-02-24,7,1
35,37,72,2019-02-24,7,2
18,15,33,2019-02-24,7,3
22,17,39,2019-02-24,7,4
18,22,40,2019-02-24,7,5
48,40,88,2019-02-24,7,6
39,43,82,2019-02-24,7,7
52,47,99,2019-02-24,7,8
104,112,216,2019-02-24,7,9
248,196,444,2019-02-24,7,10
316,308,624,2019-02-24,7,11
450,325,775,2019-02-24,7,12
516,372,888,2019-02-24,7,13
523,433,956,2019-02-24,7,14
514,474,988,2019-02-24,7,15
389,519,908,2019-02-24,7,16
359,543,902,2019-02-24,7,17
349,432,781,2019-02-24,7,18
230,261,491,2019-02-24,7,19
165,231,396,2019-02-24,7,20
115,152,267,2019-02-24,7,21
74,94,168,2019-02-24,7,22
39,51,90,2019-02-24,7,23
21,29,50,2019-02-24,7,24
11,19,30,2019-02-25,1,1
7,9,16,2019-02-25,1,2
3,7,10,2019-02-25,1,3
9,12,21,2019-02-25,1,4
43,42,85,2019-02-25,1,5
197,157,354,2019-02-25,1,6
496,398,894,2019-02-25,1,7
831,509,1340,2019-02-25,1,8
586,438,1024,2019-02-25,1,9
505,478,983,2019-02-25,1,10
482,438,920,2019-02-25,1,11
494,521,1015,2019-02-25,1,12
507,504,1011,2019-02-25,1,13
451,556,1007,2019-02-25,1,14
523,531,1054,2019-02-25,1,15
605,678,1283,2019-02-25,1,16
631,740,1371,2019-02-25,1,17
536,633,1169,2019-02-25,1,18
356,470,826,2019-02-25,1,19
194,274,468,2019-02-25,1,20
120,192,312,2019-02-25,1,21
87,119,206,2019-02-25,1,22
42,52,94,2019-02-25,1,23
25,14,39,2019-02-25,1,24
8,11,19,2019-02-26,2,1
8,12,20,2019-02-26,2,2
10,6,16,2019-02-26,2,3
9,9,18,2019-02-26,2,4
29,41,70,2019-02-26,2,5
209,125,334,2019-02-26,2,6
485,392,877,2019-02-26,2,7
794,513,1307,2019-02-26,2,8
570,418,988,2019-02-26,2,9
513,419,932,2019-02-26,2,10
502,549,1051,2019-02-26,2,11
470,513,983,2019-02-26,2,12
511,553,1064,2019-02-26,2,13
441,516,957,2019-02-26,2,14
568,562,1130,2019-02-26,2,15
557,725,1282,2019-02-26,2,16
684,811,1495,2019-02-26,2,17
544,651,1195,2019-02-26,2,18
354,488,842,2019-02-26,2,19
252,314,566,2019-02-26,2,20
135,167,302,2019-02-26,2,21
108,110,218,2019-02-26,2,22
39,83,122,2019-02-26,2,23
26,37,63,2019-02-26,2,24
10,17,27,2019-02-27,3,1
4,7,11,2019-02-27,3,2
9,6,15,2019-02-27,3,3
12,12,24,2019-02-27,3,4
38,33,71,2019-02-27,3,5
200,131,331,2019-02-27,3,6
517,406,923,2019-02-27,3,7
786,546,1332,2019-02-27,3,8
604,437,1041,2019-02-27,3,9
537,476,1013,2019-02-27,3,10
514,502,1016,2019-02-27,3,11
527,495,1022,2019-02-27,3,12
558,624,1182,2019-02-27,3,13
508,615,1123,2019-02-27,3,14
546,655,1201,2019-02-27,3,15
573,692,1265,2019-02-27,3,16
739,803,1542,2019-02-27,3,17
533,618,1151,2019-02-27,3,18
396,455,851,2019-02-27,3,19
244,319,563,2019-02-27,3,20
112,168,280,2019-02-27,3,21
96,136,232,2019-02-27,3,22
82,76,158,2019-02-27,3,23
29,29,58,2019-02-27,3,24
23,21,44,2019-02-28,4,1
10,7,17,2019-02-28,4,2
5,3,8,2019-02-28,4,3
12,9,21,2019-02-28,4,4
42,37,79,2019-02-28,4,5
191,135,326,2019-02-28,4,6
483,377,860,2019-02-28,4,7
851,534,1385,2019-02-28,4,8
542,432,974,2019-02-28,4,9
537,447,984,2019-02-28,4,10
512,515,1027,2019-02-28,4,11
466,464,930,2019-02-28,4,12
478,544,1022,2019-02-28,4,13
547,552,1099,2019-02-28,4,14
574,546,1120,2019-02-28,4,15
589,637,1226,2019-02-28,4,16
740,689,1429,2019-02-28,4,17
484,649,1133,2019-02-28,4,18
372,529,901,2019-02-28,4,19
231,292,523,2019-02-28,4,20
177,199,376,2019-02-28,4,21
154,152,306,2019-02-28,4,22
52,76,128,2019-02-28,4,23
31,37,68,2019-02-28,4,24
16,15,31,2019-03-01,5,1
8,11,19,2019-03-01,5,2
10,10,20,2019-03-01,5,3
9,10,19,2019-03-01,5,4
35,29,64,2019-03-01,5,5
186,142,328,2019-03-01,5,6
453,349,802,2019-03-01,5,7
768,531,1299,2019-03-01,5,8
541,409,950,2019-03-01,5,9
491,375,866,2019-03-01,5,10
494,475,969,2019-03-01,5,11
578,600,1178,2019-03-01,5,12
639,606,1245,2019-03-01,5,13
599,624,1223,2019-03-01,5,14
597,636,1233,2019-03-01,5,15
553,519,1072,2019-03-01,5,16
552,564,1116,2019-03-01,5,17
470,424,894,2019-03-01,5,18
367,434,801,2019-03-01,5,19
269,291,560,2019-03-01,5,20
138,204,342,2019-03-01,5,21
105,153,258,2019-03-01,5,22
71,121,192,2019-03-01,5,23
52,88,140,2019-03-01,5,24
35,60,95,2019-03-02,6,1
31,23,54,2019-03-02,6,2
18,22,40,2019-03-02,6,3
13,14,27,2019-03-02,6,4
20,27,47,2019-03-02,6,5
53,42,95,2019-03-02,6,6
79,62,141,2019-03-02,6,7
144,106,250,2019-03-02,6,8
63,49,112,2019-03-02,6,9
421,368,789,2019-03-02,6,10
487,463,950,2019-03-02,6,11
517,451,968,2019-03-02,6,12
483,442,925,2019-03-02,6,13
414,499,913,2019-03-02,6,14
432,452,884,2019-03-02,6,15
379,386,765,2019-03-02,6,16
361,414,775,2019-03-02,6,17
358,366,724,2019-03-02,6,18
270,287,557,2019-03-02,6,19
208,151,359,2019-03-02,6,20
143,170,313,2019-03-02,6,21
112,113,225,2019-03-02,6,22
65,89,154,2019-03-02,6,23
57,73,130,2019-03-02,6,24
50,32,82,2019-03-03,7,1
39,44,83,2019-03-03,7,2
29,24,53,2019-03-03,7,3
15,23,38,2019-03-03,7,4
21,22,43,2019-03-03,7,5
33,44,77,2019-03-03,7,6
43,48,91,2019-03-03,7,7
56,51,107,2019-03-03,7,8
124,127,251,2019-03-03,7,9
226,219,445,2019-03-03,7,10
360,281,641,2019-03-03,7,11
532,363,895,2019-03-03,7,12
570,416,986,2019-03-03,7,13
533,518,1051,2019-03-03,7,14
508,557,1065,2019-03-03,7,15
401,578,979,2019-03-03,7,16
340,491,831,2019-03-03,7,17
326,418,744,2019-03-03,7,18
222,273,495,2019-03-03,7,19
160,196,356,2019-03-03,7,20
101,128,229,2019-03-03,7,21
78,92,170,2019-03-03,7,22
44,65,109,2019-03-03,7,23
28,31,59,2019-03-03,7,24
9,14,23,2019-03-04,1,1
6,12,18,2019-03-04,1,2
6,9,15,2019-03-04,1,3
8,12,20,2019-03-04,1,4
51,38,89,2019-03-04,1,5
210,147,357,2019-03-04,1,6
500,426,926,2019-03-04,1,7
841,548,1389,2019-03-04,1,8
574,412,986,2019-03-04,1,9
527,488,1015,2019-03-04,1,10
462,479,941,2019-03-04,1,11
475,526,1001,2019-03-04,1,12
469,507,976,2019-03-04,1,13
509,555,1064,2019-03-04,1,14
494,511,1005,2019-03-04,1,15
561,678,1239,2019-03-04,1,16
643,736,1379,2019-03-04,1,17
460,618,1078,2019-03-04,1,18
351,412,763,2019-03-04,1,19
236,261,497,2019-03-04,1,20
131,143,274,2019-03-04,1,21
99,111,210,2019-03-04,1,22
53,68,121,2019-03-04,1,23
19,32,51,2019-03-04,1,24
10,10,20,2019-03-05,2,1
9,11,20,2019-03-05,2,2
7,6,13,2019-03-05,2,3
13,9,22,2019-03-05,2,4
33,35,68,2019-03-05,2,5
186,132,318,2019-03-05,2,6
500,397,897,2019-03-05,2,7
818,548,1366,2019-03-05,2,8
540,415,955,2019-03-05,2,9
479,434,913,2019-03-05,2,10
468,470,938,2019-03-05,2,11
496,477,973,2019-03-05,2,12
531,567,1098,2019-03-05,2,13
477,582,1059,2019-03-05,2,14
540,538,1078,2019-03-05,2,15
552,689,1241,2019-03-05,2,16
694,756,1450,2019-03-05,2,17
516,660,1176,2019-03-05,2,18
329,492,821,2019-03-05,2,19
234,283,517,2019-03-05,2,20
162,176,338,2019-03-05,2,21
87,99,186,2019-03-05,2,22
54,70,124,2019-03-05,2,23
32,59,91,2019-03-05,2,24
14,25,39,2019-03-06,3,1
8,9,17,2019-03-06,3,2
10,9,19,2019-03-06,3,3
7,9,16,2019-03-06,3,4
42,36,78,2019-03-06,3,5
204,128,332,2019-03-06,3,6
493,403,896,2019-03-06,3,7
791,536,1327,2019-03-06,3,8
581,459,1040,2019-03-06,3,9
519,422,941,2019-03-06,3,10
506,505,1011,2019-03-06,3,11
475,514,989,2019-03-06,3,12
510,530,1040,2019-03-06,3,13
422,561,983,2019-03-06,3,14
478,588,1066,2019-03-06,3,15
558,697,1255,2019-03-06,3,16
699,754,1453,2019-03-06,3,17
492,611,1103,2019-03-06,3,18
366,422,788,2019-03-06,3,19
236,278,514,2019-03-06,3,20
135,183,318,2019-03-06,3,21
94,126,220,2019-03-06,3,22
63,86,149,2019-03-06,3,23
29,31,60,2019-03-06,3,24
21,16,37,2019-03-07,4,1
8,12,20,2019-03-07,4,2
9,10,19,2019-03-07,4,3
12,14,26,2019-03-07,4,4
47,36,83,2019-03-07,4,5
176,139,315,2019-03-07,4,6
486,380,866,2019-03-07,4,7
848,541,1389,2019-03-07,4,8
562,444,1006,2019-03-07,4,9
508,423,931,2019-03-07,4,10
467,502,969,2019-03-07,4,11
497,485,982,2019-03-07,4,12
542,571,1113,2019-03-07,4,13
496,558,1054,2019-03-07,4,14
524,629,1153,2019-03-07,4,15
590,705,1295,2019-03-07,4,16
706,718,1424,2019-03-07,4,17
530,586,1116,2019-03-07,4,18
372,522,894,2019-03-07,4,19
304,329,633,2019-03-07,4,20
170,200,370,2019-03-07,4,21
122,145,267,2019-03-07,4,22
75,120,195,2019-03-07,4,23
26,54,80,2019-03-07,4,24
17,17,34,2019-03-08,5,1
5,6,11,2019-03-08,5,2
6,12,18,2019-03-08,5,3
10,12,22,2019-03-08,5,4
46,28,74,2019-03-08,5,5
181,130,311,2019-03-08,5,6
457,354,811,2019-03-08,5,7
776,497,1273,2019-03-08,5,8
548,430,978,2019-03-08,5,9
488,471,959,2019-03-08,5,10
512,491,1003,2019-03-08,5,11
571,574,1145,2019-03-08,5,12
639,652,1291,2019-03-08,5,13
597,676,1273,2019-03-08,5,14
618,696,1314,2019-03-08,5,15
549,630,1179,2019-03-08,5,16
519,615,1134,2019-03-08,5,17
437,528,965,2019-03-08,5,18
381,404,785,2019-03-08,5,19
276,278,554,2019-03-08,5,20
140,163,303,2019-03-08,5,21
122,129,251,2019-03-08,5,22
83,119,202,2019-03-08,5,23
64,81,145,2019-03-08,5,24
25,36,61,2019-03-09,6,1
18,35,53,2019-03-09,6,2
12,22,34,2019-03-09,6,3
16,22,38,2019-03-09,6,4
14,20,34,2019-03-09,6,5
66,51,117,2019-03-09,6,6
63,51,114,2019-03-09,6,7
141,110,251,2019-03-09,6,8
247,209,456,2019-03-09,6,9
398,371,769,2019-03-09,6,10
486,447,933,2019-03-09,6,11
500,470,970,2019-03-09,6,12
493,425,918,2019-03-09,6,13
414,506,920,2019-03-09,6,14
369,442,811,2019-03-09,6,15
