Row,Number of vessels,Date,Hour
1059,2,2019-02-14,3
1060,4,2019-02-14,4
1061,4,2019-02-14,5
1062,9,2019-02-14,6
1063,8,2019-02-14,7
1064,6,2019-02-14,8
1065,7,2019-02-14,9
1066,9,2019-02-14,10
1067,12,2019-02-14,11
1068,8,2019-02-14,12
1069,10,2019-02-14,13
1070,8,2019-02-14,14
1071,11,2019-02-14,15
1072,12,2019-02-14,16
1073,8,2019-02-14,17
1074,4,2019-02-14,18
1075,8,2019-02-14,19
1076,8,2019-02-14,20
1077,10,2019-02-14,21
1078,13,2019-02-14,22
1079,9,2019-02-14,23
1080,5,2019-02-15,0
1081,6,2019-02-15,1
1082,8,2019-02-15,2
1083,5,2019-02-15,3
1084,4,2019-02-15,4
1085,6,2019-02-15,5
1086,7,2019-02-15,6
1087,10,2019-02-15,7
1088,12,2019-02-15,8
1089,12,2019-02-15,9
1090,9,2019-02-15,10
1091,12,2019-02-15,11
1092,11,2019-02-15,12
1093,13,2019-02-15,13
1094,8,2019-02-15,14
1095,7,2019-02-15,15
1096,3,2019-02-15,16
1097,5,2019-02-15,17
1098,4,2019-02-15,18
1099,4,2019-02-15,19
1100,5,2019-02-15,20
1101,4,2019-02-15,21
1102,6,2019-02-15,22
1103,7,2019-02-15,23
1104,10,2019-02-16,0
1105,8,2019-02-16,1
1106,7,2019-02-16,2
1107,6,2019-02-16,3
1108,7,2019-02-16,4
1109,8,2019-02-16,5
1110,9,2019-02-16,6
1111,10,2019-02-16,7
1112,8,2019-02-16,8
1113,8,2019-02-16,9
1114,5,2019-02-16,10
1115,7,2019-02-16,11
1116,8,2019-02-16,12
1117,14,2019-02-16,13
1118,11,2019-02-16,14
1119,11,2019-02-16,15
1120,10,2019-02-16,16
1121,14,2019-02-16,17
1122,10,2019-02-16,18
1123,16,2019-02-16,19
1124,12,2019-02-16,20
1125,10,2019-02-16,21
1126,7,2019-02-16,22
1127,9,2019-02-16,23
1128,9,2019-02-17,0
1129,10,2019-02-17,1
1130,8,2019-02-17,2
1131,7,2019-02-17,3
1132,4,2019-02-17,4
1133,4,2019-02-17,5
1134,5,2019-02-17,6
1135,6,2019-02-17,7
1136,4,2019-02-17,8
1137,4,2019-02-17,9
1138,1,2019-02-17,10
1139,0,2019-02-17,11
1140,1,2019-02-17,12
1141,1,2019-02-17,13
1142,0,2019-02-17,14
1143,1,2019-02-17,15
1144,0,2019-02-17,16
1145,0,2019-02-17,17
1146,0,2019-02-17,18
1147,0,2019-02-17,19
1148,0,2019-02-17,20
1149,0,2019-02-17,21
1150,0,2019-02-17,22
1151,0,2019-02-17,23
1152,5,2019-02-18,0
1153,5,2019-02-18,1
1154,2,2019-02-18,2
1155,4,2019-02-18,3
1156,5,2019-02-18,4
1157,8,2019-02-18,5
1158,7,2019-02-18,6
1159,7,2019-02-18,7
1160,4,2019-02-18,8
1161,3,2019-02-18,9
1162,3,2019-02-18,10
1163,3,2019-02-18,11
1164,2,2019-02-18,12
1165,3,2019-02-18,13
1166,7,2019-02-18,14
1167,9,2019-02-18,15
1168,11,2019-02-18,16
1169,7,2019-02-18,17
1170,6,2019-02-18,18
1171,5,2019-02-18,19
1172,9,2019-02-18,20
1173,11,2019-02-18,21
1174,8,2019-02-18,22
1175,6,2019-02-18,23
1176,7,2019-02-19,0
1177,5,2019-02-19,1
1178,5,2019-02-19,2
1179,3,2019-02-19,3
1180,5,2019-02-19,4
1181,7,2019-02-19,5
1182,9,2019-02-19,6
1183,5,2019-02-19,7
1184,3,2019-02-19,8
1185,4,2019-02-19,9
1186,3,2019-02-19,10
1187,2,2019-02-19,11
1188,5,2019-02-19,12
1189,6,2019-02-19,13
1190,7,2019-02-19,14
1191,7,2019-02-19,15
1192,8,2019-02-19,16
1193,7,2019-02-19,17
1194,8,2019-02-19,18
1195,6,2019-02-19,19
1196,5,2019-02-19,20
1197,3,2019-02-19,21
1198,4,2019-02-19,22
1199,5,2019-02-19,23
1200,4,2019-02-20,0
1201,4,2019-02-20,1
1202,1,2019-02-20,2
1203,5,2019-02-20,3
1204,6,2019-02-20,4
1205,7,2019-02-20,5
1206,6,2019-02-20,6
1207,6,2019-02-20,7
1208,6,2019-02-20,8
1209,5,2019-02-20,9
1210,4,2019-02-20,10
1211,4,2019-02-20,11
1212,10,2019-02-20,12
1213,9,2019-02-20,13
1214,9,2019-02-20,14
1215,6,2019-02-20,15
1216,5,2019-02-20,16
1217,7,2019-02-20,17
1218,8,2019-02-20,18
1219,10,2019-02-20,19
1220,7,2019-02-20,20
1221,4,2019-02-20,21
1222,5,2019-02-20,22
1223,5,2019-02-20,23
1224,9,2019-02-21,0
1225,9,2019-02-21,1
1226,8,2019-02-21,2
1227,7,2019-02-21,3
1228,7,2019-02-21,4
1229,6,2019-02-21,5
1230,5,2019-02-21,6
1231,4,2019-02-21,7
1232,6,2019-02-21,8
1233,5,2019-02-21,9
1234,7,2019-02-21,10
1235,8,2019-02-21,11
1236,1,2019-02-21,12
1237,1,2019-02-21,13
1238,4,2019-02-21,14
1239,4,2019-02-21,15
1240,6,2019-02-21,16
1241,6,2019-02-21,17
1242,5,2019-02-21,18
1243,6,2019-02-21,19
1244,9,2019-02-21,20
1245,9,2019-02-21,21
1246,9,2019-02-21,22
1247,5,2019-02-21,23
1248,5,2019-02-22,0
1249,9,2019-02-22,1
1250,10,2019-02-22,2
1251,11,2019-02-22,3
1252,11,2019-02-22,4
1253,8,2019-02-22,5
1254,6,2019-02-22,6
1255,8,2019-02-22,7
1256,5,2019-02-22,8
1257,5,2019-02-22,9
1258,6,2019-02-22,10
1259,6,2019-02-22,11
1260,6,2019-02-22,12
1261,7,2019-02-22,13
1262,6,2019-02-22,14
1263,5,2019-02-22,15
1264,4,2019-02-22,16
1265,7,2019-02-22,17
1266,5,2019-02-22,18
1267,6,2019-02-22,19
1268,9,2019-02-22,20
1269,7,2019-02-22,21
1270,7,2019-02-22,22
1271,6,2019-02-22,23
1272,4,2019-02-23,0
1273,3,2019-02-23,1
1274,2,2019-02-23,2
1275,3,2019-02-23,3
1276,5,2019-02-23,4
1277,6,2019-02-23,5
1278,6,2019-02-23,6
1279,15,2019-02-23,7
1280,16,2019-02-23,8
1281,17,2019-02-23,9
1282,9,2019-02-23,10
1283,6,2019-02-23,11
1284,5,2019-02-23,12
1285,10,2019-02-23,13
1286,8,2019-02-23,14
1287,10,2019-02-23,15
1288,13,2019-02-23,16
1289,11,2019-02-23,17
1290,16,2019-02-23,18
1291,14,2019-02-23,19
1292,14,2019-02-23,20
1293,14,2019-02-23,21
1294,11,2019-02-23,22
1295,9,2019-02-23,23
1296,7,2019-02-24,0
1297,5,2019-02-24,1
1298,7,2019-02-24,2
1299,7,2019-02-24,3
1300,6,2019-02-24,4
1301,7,2019-02-24,5
1302,7,2019-02-24,6
1303,14,2019-02-24,7
1304,14,2019-02-24,8
1305,15,2019-02-24,9
1306,16,2019-02-24,10
1307,11,2019-02-24,11
1308,4,2019-02-24,12
1309,5,2019-02-24,13
1310,2,2019-02-24,14
1311,2,2019-02-24,15
1312,5,2019-02-24,16
1313,1,2019-02-24,17
1314,5,2019-02-24,18
1315,7,2019-02-24,19
1316,8,2019-02-24,20
1317,10,2019-02-24,21
1318,16,2019-02-24,22
1319,9,2019-02-24,23
1320,7,2019-02-25,0
1321,5,2019-02-25,1
1322,6,2019-02-25,2
1323,5,2019-02-25,3
1324,4,2019-02-25,4
1325,3,2019-02-25,5
1326,3,2019-02-25,6
1327,2,2019-02-25,7
1328,2,2019-02-25,8
1329,4,2019-02-25,9
1330,4,2019-02-25,10
1331,10,2019-02-25,11
1332,5,2019-02-25,12
1333,7,2019-02-25,13
1334,7,2019-02-25,14
1335,7,2019-02-25,15
1336,10,2019-02-25,16
1337,7,2019-02-25,17
1338,5,2019-02-25,18
1339,4,2019-02-25,19
1340,4,2019-02-25,20
1341,8,2019-02-25,21
1342,9,2019-02-25,22
1343,11,2019-02-25,23
1344,10,2019-02-26,0
1345,8,2019-02-26,1
1346,7,2019-02-26,2
1347,6,2019-02-26,3
1348,8,2019-02-26,4
1349,5,2019-02-26,5
1350,10,2019-02-26,6
1351,11,2019-02-26,7
1352,7,2019-02-26,8
1353,5,2019-02-26,9
1354,5,2019-02-26,10
1355,5,2019-02-26,11
1356,4,2019-02-26,12
1357,4,2019-02-26,13
1358,4,2019-02-26,14
1359,3,2019-02-26,15
1360,6,2019-02-26,16
1361,8,2019-02-26,17
1362,5,2019-02-26,18
1363,3,2019-02-26,19
1364,3,2019-02-26,20
1365,3,2019-02-26,21
1366,3,2019-02-26,22
1367,4,2019-02-26,23
1368,4,2019-02-27,0
1369,6,2019-02-27,1
1370,6,2019-02-27,2
1371,6,2019-02-27,3
1372,5,2019-02-27,4
1373,3,2019-02-27,5
1374,5,2019-02-27,6
1375,6,2019-02-27,7
1376,5,2019-02-27,8
1377,2,2019-02-27,9
1378,2,2019-02-27,10
1379,2,2019-02-27,11
1380,2,2019-02-27,12
1381,2,2019-02-27,13
1382,1,2019-02-27,14
1383,1,2019-02-27,15
1384,1,2019-02-27,16
1385,2,2019-02-27,17
1386,1,2019-02-27,18
1387,1,2019-02-27,19
1388,0,2019-02-27,20
1389,0,2019-02-27,21
1390,0,2019-02-27,22
1391,0,2019-02-27,23
1392,4,2019-02-28,0
1393,4,2019-02-28,1
1394,3,2019-02-28,2
1395,3,2019-02-28,3
1396,5,2019-02-28,4
1397,6,2019-02-28,5
1398,4,2019-02-28,6
1399,4,2019-02-28,7
1400,6,2019-02-28,8
1401,8,2019-02-28,9
1402,8,2019-02-28,10
1403,4,2019-02-28,11
1404,2,2019-02-28,12
1405,5,2019-02-28,13
1406,5,2019-02-28,14
1407,3,2019-02-28,15
1408,5,2019-02-28,16
1409,6,2019-02-28,17
1410,4,2019-02-28,18
1411,7,2019-02-28,19
1412,5,2019-02-28,20
1413,6,2019-02-28,21
1414,6,2019-02-28,22
1415,5,2019-02-28,23
1416,2,2019-03-01,0
1417,4,2019-03-01,1
1418,4,2019-03-01,2
1419,2,2019-03-01,3
1420,4,2019-03-01,4
1421,6,2019-03-01,5
1422,8,2019-03-01,6
1423,7,2019-03-01,7
1424,8,2019-03-01,8
1425,9,2019-03-01,9
1426,10,2019-03-01,10
1427,10,2019-03-01,11
1428,3,2019-03-01,12
1429,1,2019-03-01,13
1430,2,2019-03-01,14
1431,3,2019-03-01,15
1432,5,2019-03-01,16
1433,5,2019-03-01,17
1434,8,2019-03-01,18
1435,10,2019-03-01,19
1436,10,2019-03-01,20
1437,8,2019-03-01,21
1438,4,2019-03-01,22
1439,2,2019-03-01,23
1440,3,2019-03-02,0
1441,5,2019-03-02,1
1442,4,2019-03-02,2
1443,4,2019-03-02,3
1444,4,2019-03-02,4
1445,7,2019-03-02,5
1446,10,2019-03-02,6
1447,15,2019-03-02,7
1448,14,2019-03-02,8
1449,9,2019-03-02,9
1450,11,2019-03-02,10
1451,13,2019-03-02,11
1452,9,2019-03-02,12
1453,8,2019-03-02,13
1454,10,2019-03-02,14
1455,6,2019-03-02,15
1456,6,2019-03-02,16
1457,8,2019-03-02,17
1458,9,2019-03-02,18
1459,10,2019-03-02,19
1460,10,2019-03-02,20
1461,10,2019-03-02,21
1462,7,2019-03-02,22
1463,8,2019-03-02,23
1464,3,2019-03-03,0
1465,4,2019-03-03,1
1466,6,2019-03-03,2
1467,7,2019-03-03,3
1468,10,2019-03-03,4
1469,7,2019-03-03,5
1470,11,2019-03-03,6
1471,9,2019-03-03,7
1472,8,2019-03-03,8
1473,7,2019-03-03,9
1474,8,2019-03-03,10
1475,5,2019-03-03,11
1476,4,2019-03-03,12
1477,7,2019-03-03,13
1478,8,2019-03-03,14
1479,7,2019-03-03,15
1480,7,2019-03-03,16
1481,4,2019-03-03,17
1482,4,2019-03-03,18
1483,7,2019-03-03,19
1484,6,2019-03-03,20
1485,10,2019-03-03,21
1486,7,2019-03-03,22
1487,10,2019-03-03,23
1488,9,2019-03-04,0
1489,7,2019-03-04,1
1490,9,2019-03-04,2
1491,7,2019-03-04,3
1492,13,2019-03-04,4
1493,10,2019-03-04,5
1494,8,2019-03-04,6
1495,8,2019-03-04,7
1496,8,2019-03-04,8
1497,9,2019-03-04,9
1498,9,2019-03-04,10
1499,10,2019-03-04,11
1500,10,2019-03-04,12
1501,11,2019-03-04,13
1502,8,2019-03-04,14
1503,8,2019-03-04,15
1504,9,2019-03-04,16
1505,9,2019-03-04,17
1506,9,2019-03-04,18
1507,9,2019-03-04,19
1508,6,2019-03-04,20
1509,6,2019-03-04,21
1510,7,2019-03-04,22
1511,7,2019-03-04,23
1512,7,2019-03-05,0
1513,10,2019-03-05,1
1514,8,2019-03-05,2
1515,4,2019-03-05,3
1516,2,2019-03-05,4
1517,4,2019-03-05,5
1518,7,2019-03-05,6
1519,6,2019-03-05,7
1520,4,2019-03-05,8
1521,3,2019-03-05,9
1522,6,2019-03-05,10
1523,4,2019-03-05,11
1524,6,2019-03-05,12
1525,6,2019-03-05,13
1526,5,2019-03-05,14
1527,5,2019-03-05,15
1528,4,2019-03-05,16
1529,6,2019-03-05,17
1530,6,2019-03-05,18
1531,2,2019-03-05,19
1532,1,2019-03-05,20
1533,6,2019-03-05,21
1534,6,2019-03-05,22
1535,7,2019-03-05,23
1536,4,2019-03-06,0
1537,3,2019-03-06,1
1538,3,2019-03-06,2
1539,3,2019-03-06,3
1540,5,2019-03-06,4
1541,6,2019-03-06,5
1542,7,2019-03-06,6
1543,9,2019-03-06,7
1544,10,2019-03-06,8
1545,9,2019-03-06,9
1546,5,2019-03-06,10
1547,4,2019-03-06,11
1548,5,2019-03-06,12
1549,5,2019-03-06,13
1550,5,2019-03-06,14
1551,7,2019-03-06,15
1552,4,2019-03-06,16
1553,7,2019-03-06,17
1554,8,2019-03-06,18
1555,6,2019-03-06,19
1556,8,2019-03-06,20
1557,6,2019-03-06,21
1558,8,2019-03-06,22
1559,5,2019-03-06,23
1560,2,2019-03-07,0
1561,3,2019-03-07,1
1562,6,2019-03-07,2
1563,8,2019-03-07,3
1564,5,2019-03-07,4
1565,5,2019-03-07,5
1566,9,2019-03-07,6
1567,10,2019-03-07,7
1568,7,2019-03-07,8
1569,6,2019-03-07,9
1570,8,2019-03-07,10
1571,7,2019-03-07,11
1572,10,2019-03-07,12
1573,6,2019-03-07,13
1574,7,2019-03-07,14
1575,6,2019-03-07,15
1576,8,2019-03-07,16
1577,10,2019-03-07,17
1578,11,2019-03-07,18
1579,9,2019-03-07,19
1580,9,2019-03-07,20
1581,7,2019-03-07,21
1582,7,2019-03-07,22
1583,4,2019-03-07,23
1584,5,2019-03-08,0
1585,4,2019-03-08,1
1586,3,2019-03-08,2
1587,3,2019-03-08,3
1588,7,2019-03-08,4
1589,8,2019-03-08,5
1590,7,2019-03-08,6
1591,10,2019-03-08,7
1592,12,2019-03-08,8
1593,13,2019-03-08,9
1594,11,2019-03-08,10
1595,11,2019-03-08,11
1596,7,2019-03-08,12
1597,5,2019-03-08,13
1598,5,2019-03-08,14
1599,7,2019-03-08,15
1600,6,2019-03-08,16
1601,5,2019-03-08,17
1602,7,2019-03-08,18
1603,10,2019-03-08,19
1604,9,2019-03-08,20
1605,1,2019-03-08,21
1606,4,2019-03-08,22
1607,3,2019-03-08,23
1608,3,2019-03-09,0
1609,2,2019-03-09,1
1610,7,2019-03-09,2
1611,6,2019-03-09,3
1612,6,2019-03-09,4
1613,5,2019-03-09,5
1614,8,2019-03-09,6
1615,8,2019-03-09,7
1616,7,2019-03-09,8
1617,5,2019-03-09,9
1618,5,2019-03-09,10
1619,3,2019-03-09,11
1620,2,2019-03-09,12
1621,2,2019-03-09,13
1622,1,2019-03-09,14
1623,1,2019-03-09,15
1624,1,2019-03-09,16
1625,2,2019-03-09,17
1626,3,2019-03-09,18
1627,1,2019-03-09,19
1628,2,2019-03-09,20
1629,1,2019-03-09,21
1630,1,2019-03-09,22
1631,0,2019-03-09,23
1632,7,2019-03-10,0
1633,8,2019-03-10,1
1634,8,2019-03-10,2
1635,9,2019-03-10,3
1636,7,2019-03-10,4
1637,8,2019-03-10,5
1638,6,2019-03-10,6
1639,5,2019-03-10,7
1640,2,2019-03-10,8
1641,3,2019-03-10,9
1642,5,2019-03-10,10
1643,7,2019-03-10,11
1644,9,2019-03-10,12
1645,8,2019-03-10,13
1646,7,2019-03-10,14
1647,11,2019-03-10,15
1648,9,2019-03-10,16
1649,9,2019-03-10,17
1650,2,2019-03-10,18
1651,8,2019-03-10,19
1652,9,2019-03-10,20
1653,10,2019-03-10,21
1654,8,2019-03-10,22
1655,12,2019-03-10,23
1656,7,2019-03-11,0
1657,8,2019-03-11,1
1658,2,2019-03-11,2
1659,4,2019-03-11,3
1660,6,2019-03-11,4
1661,7,2019-03-11,5
1662,9,2019-03-11,6
1663,13,2019-03-11,7
1664,10,2019-03-11,8
1665,10,2019-03-11,9
1666,9,2019-03-11,10
1667,8,2019-03-11,11
1668,4,2019-03-11,12
1669,2,2019-03-11,13
1670,5,2019-03-11,14
1671,4,2019-03-11,15
1672,7,2019-03-11,16
1673,8,2019-03-11,17
1674,9,2019-03-11,18
1675,10,2019-03-11,19
1676,11,2019-03-11,20
1677,7,2019-03-11,21
1678,6,2019-03-11,22
1679,4,2019-03-11,23
1680,4,2019-03-12,0
1681,5,2019-03-12,1
1682,8,2019-03-12,2
1683,8,2019-03-12,3
1684,8,2019-03-12,4
1685,4,2019-03-12,5
1686,3,2019-03-12,6
1687,12,2019-03-12,7
1688,11,2019-03-12,8
1689,7,2019-03-12,9
1690,5,2019-03-12,10
1691,8,2019-03-12,11
1692,11,2019-03-12,12
1693,11,2019-03-12,13
1694,9,2019-03-12,14
1695,9,2019-03-12,15
1696,8,2019-03-12,16
1697,8,2019-03-12,17
1698,9,2019-03-12,18
1699,11,2019-03-12,19
1700,11,2019-03-12,20
1701,6,2019-03-12,21
1702,3,2019-03-12,22
1703,3,2019-03-12,23
1704,3,2019-03-13,0
1705,5,2019-03-13,1
1706,3,2019-03-13,2
1707,5,2019-03-13,3
1708,3,2019-03-13,4
1709,4,2019-03-13,5
1710,8,2019-03-13,6
1711,7,2019-03-13,7
1712,6,2019-03-13,8
1713,4,2019-03-13,9
1714,7,2019-03-13,10
1715,8,2019-03-13,11
1716,11,2019-03-13,12
1717,9,2019-03-13,13
1718,9,2019-03-13,14
1719,8,2019-03-13,15
1720,6,2019-03-13,16
1721,5,2019-03-13,17
1722,4,2019-03-13,18
1723,4,2019-03-13,19
1724,5,2019-03-13,20
1725,6,2019-03-13,21
1726,6,2019-03-13,22
1727,7,2019-03-13,23
1728,6,2019-03-14,0
1729,4,2019-03-14,1
1730,6,2019-03-14,2
1731,6,2019-03-14,3
1732,4,2019-03-14,4
1733,4,2019-03-14,5
1734,4,2019-03-14,6
1735,6,2019-03-14,7
1736,5,2019-03-14,8
1737,4,2019-03-14,9
1738,7,2019-03-14,10
1739,5,2019-03-14,11
1740,4,2019-03-14,12
1741,2,2019-03-14,13
1742,5,2019-03-14,14
1743,7,2019-03-14,15
1744,9,2019-03-14,16
1745,11,2019-03-14,17
1746,5,2019-03-14,18
1747,1,2019-03-14,19
1748,3,2019-03-14,20
1749,3,2019-03-14,21
1750,2,2019-03-14,22
1751,2,2019-03-14,23
1752,5,2019-03-15,0
1753,4,2019-03-15,1
1754,4,2019-03-15,2
1755,4,2019-03-15,3
1756,4,2019-03-15,4
1757,4,2019-03-15,5
1758,5,2019-03-15,6
1759,7,2019-03-15,7
1760,5,2019-03-15,8
1761,4,2019-03-15,9
1762,6,2019-03-15,10
1763,9,2019-03-15,11
1764,7,2019-03-15,12
1765,9,2019-03-15,13
1766,4,2019-03-15,14
1767,7,2019-03-15,15
1768,6,2019-03-15,16
1769,6,2019-03-15,17
1770,6,2019-03-15,18
1771,7,2019-03-15,19
1772,7,2019-03-15,20
1773,6,2019-03-15,21
1774,4,2019-03-15,22
1775,1,2019-03-15,23
1776,1,2019-03-16,0
1777,1,2019-03-16,1
1778,4,2019-03-16,2
1779,4,2019-03-16,3
1780,4,2019-03-16,4
1781,4,2019-03-16,5
1782,7,2019-03-16,6
1783,9,2019-03-16,7
1784,16,2019-03-16,8
1785,19,2019-03-16,9
1786,21,2019-03-16,10
1787,21,2019-03-16,11
1788,15,2019-03-16,12
1789,13,2019-03-16,13
1790,14,2019-03-16,14
1791,14,2019-03-16,15
1792,17,2019-03-16,16
1793,14,2019-03-16,17
1794,12,2019-03-16,18
1795,7,2019-03-16,19
1796,9,2019-03-16,20
1797,8,2019-03-16,21
1798,6,2019-03-16,22
1799,9,2019-03-16,23
1800,8,2019-03-17,0
1801,8,2019-03-17,1
1802,11,2019-03-17,2
1803,11,2019-03-17,3
1804,10,2019-03-17,4
1805,12,2019-03-17,5
1806,18,2019-03-17,6
1807,14,2019-03-17,7
1808,14,2019-03-17,8
1809,13,2019-03-17,9
1810,18,2019-03-17,10
1811,14,2019-03-17,11
1812,16,2019-03-17,12
1813,12,2019-03-17,13
1814,8,2019-03-17,14
1815,7,2019-03-17,15
1816,5,2019-03-17,16
1817,7,2019-03-17,17
1818,5,2019-03-17,18
1819,6,2019-03-17,19
1820,5,2019-03-17,20
1821,6,2019-03-17,21
1822,3,2019-03-17,22
1823,4,2019-03-17,23
1824,2,2019-03-18,0
1825,2,2019-03-18,1
1826,4,2019-03-18,2
1827,3,2019-03-18,3
1828,4,2019-03-18,4
1829,4,2019-03-18,5
1830,7,2019-03-18,6
1831,5,2019-03-18,7
1832,8,2019-03-18,8
1833,6,2019-03-18,9
1834,6,2019-03-18,10
1835,8,2019-03-18,11
1836,6,2019-03-18,12
1837,7,2019-03-18,13
1838,10,2019-03-18,14
1839,9,2019-03-18,15
1840,5,2019-03-18,16
1841,6,2019-03-18,17
1842,7,2019-03-18,18
1843,6,2019-03-18,19
1844,5,2019-03-18,20
1845,4,2019-03-18,21
1846,6,2019-03-18,22
1847,9,2019-03-18,23
1848,9,2019-03-19,0
1849,8,2019-03-19,1
1850,9,2019-03-19,2
1851,8,2019-03-19,3
1852,8,2019-03-19,4
1853,7,2019-03-19,5
1854,3,2019-03-19,6
1855,3,2019-03-19,7
1856,3,2019-03-19,8
1857,3,2019-03-19,9
1858,1,2019-03-19,10
1859,2,2019-03-19,11
1860,2,2019-03-19,12
1861,2,2019-03-19,13
1862,5,2019-03-19,14
1863,4,2019-03-19,15
1864,2,2019-03-19,16
1865,2,2019-03-19,17
1866,1,2019-03-19,18
1867,1,2019-03-19,19
1868,1,2019-03-19,20
1869,0,2019-03-19,21
1870,1,2019-03-19,22
1871,0,2019-03-19,23
1872,9,2019-03-20,0
1873,7,2019-03-20,1
1874,9,2019-03-20,2
1875,6,2019-03-20,3
1876,10,2019-03-20,4
1877,10,2019-03-20,5
1878,12,2019-03-20,6
1879,10,2019-03-20,7
1880,13,2019-03-20,8
1881,10,2019-03-20,9
1882,9,2019-03-20,10
1883,6,2019-03-20,11
1884,6,2019-03-20,12
1885,4,2019-03-20,13
1886,5,2019-03-20,14
1887,3,2019-03-20,15
1888,7,2019-03-20,16
1889,7,2019-03-20,17
1890,8,2019-03-20,18
1891,9,2019-03-20,19
1892,7,2019-03-20,20
1893,3,2019-03-20,21
1894,2,2019-03-20,22
1895,5,2019-03-20,23
1896,3,2019-03-21,0
1897,2,2019-03-21,1
1898,2,2019-03-21,2
1899,3,2019-03-21,3
1900,1,2019-03-21,4
1901,3,2019-03-21,5
1902,6,2019-03-21,6
1903,9,2019-03-21,7
1904,7,2019-03-21,8
1905,6,2019-03-21,9
1906,7,2019-03-21,10
1907,7,2019-03-21,11
1908,9,2019-03-21,12
1909,9,2019-03-21,13
1910,8,2019-03-21,14
1911,8,2019-03-21,15
1912,8,2019-03-21,16
1913,9,2019-03-21,17
1914,9,2019-03-21,18
1915,5,2019-03-21,19
1916,6,2019-03-21,20
1917,3,2019-03-21,21
1918,6,2019-03-21,22
1919,7,2019-03-21,23
1920,7,2019-03-22,0
1921,8,2019-03-22,1
1922,8,2019-03-22,2
1923,8,2019-03-22,3
1924,12,2019-03-22,4
1925,12,2019-03-22,5
1926,9,2019-03-22,6
1927,9,2019-03-22,7
1928,9,2019-03-22,8
1929,12,2019-03-22,9
1930,11,2019-03-22,10
1931,7,2019-03-22,11
1932,9,2019-03-22,12
1933,10,2019-03-22,13
1934,8,2019-03-22,14
1935,5,2019-03-22,15
1936,6,2019-03-22,16
1937,9,2019-03-22,17
1938,9,2019-03-22,18
1939,9,2019-03-22,19
1940,11,2019-03-22,20
1941,9,2019-03-22,21
1942,8,2019-03-22,22
1943,8,2019-03-22,23
1944,5,2019-03-23,0
1945,2,2019-03-23,1
1946,2,2019-03-23,2
1947,5,2019-03-23,3
1948,4,2019-03-23,4
1949,4,2019-03-23,5
1950,4,2019-03-23,6
1951,10,2019-03-23,7
1952,8,2019-03-23,8
1953,12,2019-03-23,9
1954,5,2019-03-23,10
1955,5,2019-03-23,11
1956,3,2019-03-23,12
1957,7,2019-03-23,13
1958,7,2019-03-23,14
1959,11,2019-03-23,15
1960,9,2019-03-23,16
1961,10,2019-03-23,17
1962,10,2019-03-23,18
1963,9,2019-03-23,19
1964,7,2019-03-23,20
1965,11,2019-03-23,21
1966,14,2019-03-23,22
1967,12,2019-03-23,23
1968,8,2019-03-24,0
1969,9,2019-03-24,1
1970,9,2019-03-24,2
1971,15,2019-03-24,3
1972,10,2019-03-24,4
1973,9,2019-03-24,5
1974,8,2019-03-24,6
1975,14,2019-03-24,7
1976,13,2019-03-24,8
1977,11,2019-03-24,9
1978,9,2019-03-24,10
1979,12,2019-03-24,11
1980,9,2019-03-24,12
1981,7,2019-03-24,13
1982,2,2019-03-24,14
1983,4,2019-03-24,15
1984,4,2019-03-24,16
1985,3,2019-03-24,17
1986,4,2019-03-24,18
1987,5,2019-03-24,19
1988,6,2019-03-24,20
1989,5,2019-03-24,21
1990,4,2019-03-24,22
1991,4,2019-03-24,23
1992,4,2019-03-25,0
1993,7,2019-03-25,1
1994,5,2019-03-25,2
1995,4,2019-03-25,3
1996,1,2019-03-25,4
1997,4,2019-03-25,5
1998,8,2019-03-25,6
1999,13,2019-03-25,7
2000,12,2019-03-25,8
2001,10,2019-03-25,9
2002,11,2019-03-25,10
2003,13,2019-03-25,11
2004,8,2019-03-25,12
2005,10,2019-03-25,13
2006,8,2019-03-25,14
2007,6,2019-03-25,15
2008,4,2019-03-25,16
2009,6,2019-03-25,17
2010,9,2019-03-25,18
2011,10,2019-03-25,19
2012,12,2019-03-25,20
2013,11,2019-03-25,21
2014,11,2019-03-25,22
2015,10,2019-03-25,23
2016,6,2019-03-26,0
2017,7,2019-03-26,1
2018,7,2019-03-26,2
2019,6,2019-03-26,3
2020,6,2019-03-26,4
2021,6,2019-03-26,5
2022,7,2019-03-26,6
2023,4,2019-03-26,7
2024,6,2019-03-26,8
2025,4,2019-03-26,9
2026,2,2019-03-26,10
2027,3,2019-03-26,11
2028,5,2019-03-26,12
2029,7,2019-03-26,13
2030,4,2019-03-26,14
2031,2,2019-03-26,15
2032,0,2019-03-26,16
2033,4,2019-03-26,17
2034,6,2019-03-26,18
2035,6,2019-03-26,19
2036,7,2019-03-26,20
2037,10,2019-03-26,21
2038,7,2019-03-26,22
2039,5,2019-03-26,23
2040,5,2019-03-27,0
2041,4,2019-03-27,1
2042,5,2019-03-27,2
2043,5,2019-03-27,3
2044,7,2019-03-27,4
2045,9,2019-03-27,5
2046,9,2019-03-27,6
2047,7,2019-03-27,7
2048,7,2019-03-27,8
2049,8,2019-03-27,9
2050,8,2019-03-27,10
2051,7,2019-03-27,11
2052,7,2019-03-27,12
2053,5,2019-03-27,13
2054,4,2019-03-27,14
2055,2,2019-03-27,15
2056,4,2019-03-27,16
